regiao,UF,municipio,codigo_municipio,urbana,rural,total,ano,ideb,fundeb
Centro-Oeste ,GO,goiandira,5208509,290,0,290,2019,6.9,1990746.61
Centro-Oeste ,GO,goianésia,5208608,4076,83,4159,2019,7,28192702.71
Centro-Oeste ,GO,goiânia,5208707,45812,179,45991,2019,5.9,420029373.26
Centro-Oeste ,GO,goianira,5208806,4948,0,4948,2019,5.7,25985771.41
Centro-Oeste ,GO,goiás,5208905,811,150,961,2019,6.3,6531893.75
Centro-Oeste ,GO,goiatuba,5209101,2170,20,2190,2019,5.9,12973995.38
Centro-Oeste ,GO,gouvelândia,5209150,369,0,369,2019,5.9,2499228.51
Centro-Oeste ,GO,guapó,5209200,1015,0,1015,2019,5.9,7237135.68
Centro-Oeste ,GO,guaraíta,5209291,125,0,125,2019,5.4,923321.81
Centro-Oeste ,GO,guarani de goiás,5209408,231,39,270,2019,5,2130289.08
Centro-Oeste ,GO,guarinos,5209457,95,22,117,2019,5.6,620431.2
Centro-Oeste ,GO,heitoraí,5209606,235,0,235,2019,5.8,841207.29
Centro-Oeste ,GO,hidrolândia,5209705,1656,4,1660,2019,5,13302936.54
Centro-Oeste ,GO,hidrolina,5209804,216,0,216,2019,6.7,1226427.89
Centro-Oeste ,GO,iaciara,5209903,798,123,921,2019,5.1,5767271.33
Centro-Oeste ,GO,inaciolândia,5209937,438,0,438,2019,6.2,4551968.19
Centro-Oeste ,GO,indiara,5209952,995,7,1002,2019,6.6,7286002.5
Centro-Oeste ,GO,inhumas,5210000,2312,81,2393,2019,6.3,18067771.28
Centro-Oeste ,GO,ipameri,5210109,1020,409,1429,2019,6,13216950.73
Centro-Oeste ,GO,ipiranga de goiás,5210158,133,25,158,2019,7.4,1165141.93
Centro-Oeste ,GO,iporá,5210208,883,9,892,2019,7.2,7312674.3
Centro-Oeste ,GO,israelândia,5210307,129,0,129,2019,5.8,720844.67
Centro-Oeste ,GO,itaberaí,5210406,2196,99,2295,2019,7,21511113.72
Centro-Oeste ,GO,itaguari,5210562,368,0,368,2019,6.8,2273768.47
Centro-Oeste ,GO,itaguaru,5210604,258,0,258,2019,6.6,1318657.37
Centro-Oeste ,GO,itajá,5210802,255,42,297,2019,6.6,2197144.79
Centro-Oeste ,GO,itapaci,5210901,1243,0,1243,2019,6,8806264.4
Centro-Oeste ,GO,itapirapuã,5211008,403,0,403,2019,5,2360108.19
Centro-Oeste ,GO,itapuranga,5211206,1172,179,1351,2019,6.2,7701477.12
Centro-Oeste ,GO,itarumã,5211305,361,28,389,2019,7.2,2844978.87
Centro-Oeste ,GO,itauçu,5211404,359,49,408,2019,6.8,2740292.14
Centro-Oeste ,GO,itumbiara,5211503,6147,94,6241,2019,6.9,53039025.88
Centro-Oeste ,GO,ivolândia,5211602,0,11,11,2019,-,260819.73
Centro-Oeste ,GO,jandaia,5211701,356,0,356,2019,6.5,3300353.02
Centro-Oeste ,GO,jaraguá,5211800,2623,177,2800,2019,6.6,16870951.29
Centro-Oeste ,GO,jataí,5211909,5341,425,5766,2019,6.2,40761103.08
Centro-Oeste ,GO,jaupaci,5212006,178,0,178,2019,5.7,1151725.83
Centro-Oeste ,GO,jesúpolis,5212055,197,0,197,2019,7.2,1143966.09
Centro-Oeste ,GO,joviânia,5212105,480,0,480,2019,5.9,4351580.33
Centro-Oeste ,GO,jussara,5212204,785,23,808,2019,6.8,6263347.96
Centro-Oeste ,GO,lagoa santa,5212253,93,0,93,2019,6.2,938825.52
Centro-Oeste ,GO,leopoldo de bulhões,5212303,299,189,488,2019,4.7,3729273.84
Centro-Oeste ,GO,luziânia,5212501,14046,864,14910,2019,6,84262592.5
Centro-Oeste ,GO,mairipotaba,5212600,159,0,159,2019,7.5,1032899.99
Centro-Oeste ,GO,mambaí,5212709,535,76,611,2019,4.8,3394679.44
Centro-Oeste ,GO,mara rosa,5212808,485,0,485,2019,6.1,3709777.08
Centro-Oeste ,GO,marzagão,5212907,52,0,52,2019,-,726179.6799999999
Centro-Oeste ,GO,matrinchã,5212956,295,0,295,2019,5.1,1693369.45
Centro-Oeste ,GO,maurilândia,5213004,664,0,664,2019,6.2,4829630.44
Centro-Oeste ,GO,mimoso de goiás,5213053,135,60,195,2019,4.8,1113317.87
Centro-Oeste ,GO,minaçu,5213087,1288,118,1406,2019,6.2,13898182.34
Centro-Oeste ,GO,mineiros,5213103,4586,79,4665,2019,6.7,30305629.46
Centro-Oeste ,GO,moiporá,5213400,44,8,52,2019,6.4,361290.27
Centro-Oeste ,GO,monte alegre de goiás,5213509,351,166,517,2019,4.6,3176901.68
Centro-Oeste ,GO,montes claros de goiás,5213707,367,114,481,2019,6.6,4192682.16
Centro-Oeste ,GO,montividiu,5213756,709,55,764,2019,6.2,7606798.62
Centro-Oeste ,GO,montividiu do norte,5213772,174,67,241,2019,6.5,1763642.94
Centro-Oeste ,GO,morrinhos,5213806,1654,38,1692,2019,6.7,16406828.24
Centro-Oeste ,GO,morro agudo de goiás,5213855,174,0,174,2019,-,1481037.61
Centro-Oeste ,GO,mossâmedes,5213905,195,40,235,2019,7.4,1767043.96
Centro-Oeste ,GO,mozarlândia,5214002,981,0,981,2019,5.7,7431200.13
Centro-Oeste ,GO,mundo novo,5214051,211,122,333,2019,6,2185445.85
Centro-Oeste ,GO,mutunópolis,5214101,257,0,257,2019,5.6,1504634.91
Centro-Oeste ,GO,nazário,5214408,441,0,441,2019,6.5,3079549.87
Centro-Oeste ,GO,nerópolis,5214507,1987,0,1987,2019,6,14195974.76
Centro-Oeste ,GO,niquelândia,5214606,1398,383,1781,2019,5.9,13494226.57
Centro-Oeste ,GO,nova américa,5214705,170,0,170,2019,6.6,1440496.3
Centro-Oeste ,GO,nova aurora,5214804,0,0,0,2019,-,473445.01
Centro-Oeste ,GO,nova crixás,5214838,715,103,818,2019,5.6,6213295.569999999
Centro-Oeste ,GO,nova glória,5214861,204,76,280,2019,6.2,1798449.27
Centro-Oeste ,GO,nova iguaçu de goiás,5214879,202,0,202,2019,6.6,1361105.93
Centro-Oeste ,GO,nova roma,5214903,166,80,246,2019,5.4,1543982.48
Centro-Oeste ,GO,nova veneza,5215009,492,0,492,2019,6.2,2701671.87
Centro-Oeste ,GO,novo brasil,5215207,131,0,131,2019,6.6,1007274.53
Centro-Oeste ,GO,novo gama,5215231,6147,34,6181,2019,4.9,39902174.39
Centro-Oeste ,GO,novo planalto,5215256,307,41,348,2019,6.2,1731112.57
Centro-Oeste ,GO,orizona,5215306,382,298,680,2019,6.6,7036803.63
Centro-Oeste ,GO,ouro verde de goiás,5215405,242,0,242,2019,6.5,2593512.84
Centro-Oeste ,GO,ouvidor,5215504,349,0,349,2019,7.5,2577085.63
Centro-Oeste ,GO,padre bernardo,5215603,980,1330,2310,2019,5,23005936.56
Centro-Oeste ,GO,palestina de goiás,5215652,218,0,218,2019,5.8,1386901.48
Centro-Oeste ,GO,palmeiras de goiás,5215702,1329,80,1409,2019,6.6,11209488.79
Centro-Oeste ,GO,palmelo,5215801,81,0,81,2019,5.7,698492.25
Centro-Oeste ,GO,palminópolis,5215900,211,0,211,2019,6.7,1728075.63
Centro-Oeste ,GO,panamá,5216007,168,0,168,2019,6.3,1037810.06
Centro-Oeste ,GO,paranaiguara,5216304,556,0,556,2019,6.8,4064091.04
Centro-Oeste ,GO,paraúna,5216403,558,109,667,2019,6.5,5776619.66
Centro-Oeste ,GO,perolândia,5216452,228,0,228,2019,5.4,1739206.43
Centro-Oeste ,GO,petrolina de goiás,5216809,303,0,303,2019,6.1,2144687.0
Centro-Oeste ,GO,pilar de goiás,5216908,137,24,161,2019,5.2,990239.08
Centro-Oeste ,GO,piracanjuba,5217104,767,252,1019,2019,6.1,8779387.5
Centro-Oeste ,GO,piranhas,5217203,388,0,388,2019,6.3,3629330.62
Centro-Oeste ,GO,pirenópolis,5217302,1381,382,1763,2019,5.8,10620470.72
Centro-Oeste ,GO,pires do rio,5217401,1229,0,1229,2019,5.8,7938820.07
Centro-Oeste ,GO,planaltina,5217609,7315,657,7972,2019,5.2,69267174.12
Centro-Oeste ,GO,pontalina,5217708,729,60,789,2019,6.2,6455446.29
Centro-Oeste ,GO,porangatu,5218003,1670,224,1894,2019,5.1,19688346.61
Centro-Oeste ,GO,porteirão,5218052,304,0,304,2019,6.5,2056525.68
Centro-Oeste ,GO,portelândia,5218102,299,0,299,2019,6,1606890.88
Centro-Oeste ,GO,posse,5218300,1829,450,2279,2019,7,18048658.92
Centro-Oeste ,GO,professor jamil,5218391,18,0,18,2019,,754722.14
Centro-Oeste ,GO,quirinópolis,5218508,2339,137,2476,2019,7,23569536.45
Centro-Oeste ,GO,rialma,5218607,502,0,502,2019,6.4,4060010.29
Centro-Oeste ,GO,rianápolis,5218706,243,0,243,2019,6.8,1880484.46
Centro-Oeste ,GO,rio quente,5218789,302,0,302,2019,5.6,2990585.62
Centro-Oeste ,GO,rio verde,5218805,12828,666,13494,2019,7.3,99106682.57
Centro-Oeste ,GO,rubiataba,5218904,705,19,724,2019,7.3,7506490.23
Centro-Oeste ,GO,sanclerlândia,5219001,395,106,501,2019,6.7,3166069.5700000003
Centro-Oeste ,GO,santa bárbara de goiás,5219100,405,0,405,2019,6.9,3063790.65
Centro-Oeste ,GO,santa cruz de goiás,5219209,180,0,180,2019,6,901825.38
Centro-Oeste ,GO,santa fé de goiás,5219258,321,0,321,2019,6.2,2332797.83
Centro-Oeste ,GO,santa helena de goiás,5219308,2175,0,2175,2019,6.2,13108624.63
Centro-Oeste ,GO,santa isabel,5219357,173,0,173,2019,6.4,881303.38
Centro-Oeste ,GO,santa rita do araguaia,5219407,363,0,363,2019,5.7,2418212.21
Centro-Oeste ,GO,santa rita do novo destino,5219456,138,52,190,2019,7.4,1062952.85
Centro-Oeste ,GO,santa rosa de goiás,5219506,172,0,172,2019,7.2,859474.2
Centro-Oeste ,GO,santa tereza de goiás,5219605,132,25,157,2019,6,1713688.71
Centro-Oeste ,GO,santa terezinha de goiás,5219704,473,45,518,2019,6,4865161.07
Centro-Oeste ,GO,santo antônio da barra,5219712,296,0,296,2019,6.2,2043491.09
Centro-Oeste ,GO,santo antônio de goiás,5219738,478,0,478,2019,6.3,3153698.71
Centro-Oeste ,GO,santo antônio do descoberto,5219753,4947,105,5052,2019,4.7,41109502.33
Centro-Oeste ,GO,são domingos,5219803,450,232,682,2019,5.4,5363925.16
Centro-Oeste ,GO,são francisco de goiás,5219902,406,0,406,2019,6.1,2527071.3200000003
Centro-Oeste ,GO,são joão d'aliança,5220009,661,211,872,2019,5.2,6599000.26
Centro-Oeste ,GO,são joão da paraúna,5220058,98,0,98,2019,6.9,816784.9
Centro-Oeste ,GO,são luís de montes belos,5220108,1492,59,1551,2019,6.6,12335547.51
Centro-Oeste ,GO,são luiz do norte,5220157,368,37,405,2019,5.4,
Centro-Oeste ,GO,são miguel do araguaia,5220207,1289,180,1469,2019,6.9,9805873.0
Centro-Oeste ,GO,são miguel do passa quatro,5220264,314,28,342,2019,5.9,2927635.22
Centro-Oeste ,GO,são patrício,5220280,113,0,113,2019,5.8,574251.32
Centro-Oeste ,GO,são simão,5220405,1056,0,1056,2019,6.5,10312022.55
Centro-Oeste ,GO,senador canedo,5220454,8639,86,8725,2019,5.5,90941651.39
Centro-Oeste ,GO,serranópolis,5220504,466,53,519,2019,5.8,3716851.62
Centro-Oeste ,GO,silvânia,5220603,709,270,979,2019,6.3,7567747.22
Centro-Oeste ,GO,simolândia,5220686,425,26,451,2019,5.3,3082976.07
Centro-Oeste ,GO,sítio d'abadia,5220702,110,47,157,2019,5.2,1004638.0
Centro-Oeste ,GO,taquaral de goiás,5221007,230,0,230,2019,5.6,1704302.91
Centro-Oeste ,GO,teresina de goiás,5221080,194,67,261,2019,5.2,1420689.38
Centro-Oeste ,GO,terezópolis de goiás,5221197,551,0,551,2019,5.9,3433549.83
Centro-Oeste ,GO,três ranchos,5221304,185,0,185,2019,7.4,1270137.58
Centro-Oeste ,GO,trindade,5221403,7287,44,7331,2019,6.3,46357837.16
Centro-Oeste ,GO,trombas,5221452,204,0,204,2019,5.5,1234884.25
Centro-Oeste ,GO,turvânia,5221502,282,0,282,2019,6.1,1647672.91
Centro-Oeste ,GO,turvelândia,5221551,382,23,405,2019,6.2,3895247.97
Centro-Oeste ,GO,uirapuru,5221577,185,0,185,2019,5.5,1345503.31
Centro-Oeste ,GO,uruaçu,5221601,1365,17,1382,2019,6.3,12498166.83
Centro-Oeste ,GO,uruana,5221700,619,0,619,2019,6.7,4594683.68
Centro-Oeste ,GO,urutaí,5221809,164,0,164,2019,5.6,1176725.82
Centro-Oeste ,GO,valparaíso de goiás,5221858,11241,0,11241,2019,5.5,93712795.43
Centro-Oeste ,GO,varjão,5221908,241,0,241,2019,6.1,1226045.69
Centro-Oeste ,GO,vianópolis,5222005,710,186,896,2019,6.7,6406545.72
Centro-Oeste ,GO,vicentinópolis,5222054,639,0,639,2019,6.4,5341532.49
Centro-Oeste ,GO,vila boa,5222203,403,23,426,2019,5.2,3612195.76
Centro-Oeste ,GO,vila propício,5222302,212,213,425,2019,-,2954222.71
Centro-Oeste ,DF,brasília,5300108,0,0,0,2019,,0.0
Norte ,RO,alta floresta d'oeste,1100015,1272,203,1475,2021,4.8,16032348.93
Norte ,RO,alto alegre dos parecis,1100379,464,413,877,2021,5.1,12196740.93
Norte ,RO,alto paraíso,1100403,389,396,785,2021,-,10977034.75
Norte ,RO,alvorada d'oeste,1100346,434,130,564,2021,4.7,9144598.9
Norte ,RO,ariquemes,1100023,5240,802,6042,2021,4.5,68894632.3
Norte ,RO,buritis,1100452,1578,525,2103,2021,4.9,20229839.33
Norte ,RO,cabixi,1100031,386,0,386,2021,5.1,3872475.93
Norte ,RO,cacaulândia,1100601,256,57,313,2021,-,3967861.68
Norte ,RO,cacoal,1100049,2250,666,2916,2021,5.6,40525175.79
Norte ,RO,campo novo de rondônia,1100700,388,520,908,2021,5.5,9161863.71
Norte ,RO,candeias do jamari,1100809,1209,727,1936,2021,4.8,20061628.79
Norte ,RO,castanheiras,1100908,0,233,233,2021,,3446847.07
Norte ,RO,cerejeiras,1100056,874,0,874,2021,5.5,9517739.72
Norte ,RO,chupinguaia,1100924,499,349,848,2021,-,8734838.01
Norte ,RO,colorado do oeste,1100064,803,176,979,2021,5.9,11209670.54
Norte ,RO,corumbiara,1100072,274,194,468,2021,5.5,4783694.88
Norte ,RO,costa marques,1100080,684,453,1137,2021,4.7,12202046.26
Norte ,RO,cujubim,1100940,934,377,1311,2021,-,16538910.16
Norte ,RO,espigão d'oeste,1100098,1277,251,1528,2021,5.5,16826213.7
Norte ,RO,governador jorge teixeira,1101005,290,351,641,2021,5.4,6962880.46
Norte ,RO,guajará-mirim,1100106,2601,0,2601,2021,4.5,23429038.36
Norte ,RO,itapuã do oeste,1101104,686,63,749,2021,5.2,7858770.850000001
Norte ,RO,jaru,1100114,2967,183,3150,2021,5.4,31892391.73
Norte ,RO,ji-paraná,1100122,3531,472,4003,2021,5.4,51155407.010000005
Norte ,RO,machadinho d'oeste,1100130,1686,829,2515,2021,4.7,22878166.29
Norte ,RO,ministro andreazza,1101203,315,89,404,2021,5.4,6830951.38
Norte ,RO,mirante da serra,1101302,555,101,656,2021,5,6898721.0600000005
Norte ,RO,monte negro,1101401,594,335,929,2021,-,10227340.05
Norte ,RO,nova brasilândia d'oeste,1100148,685,287,972,2021,6.1,13038234.37
Norte ,RO,nova mamoré,1100338,1448,702,2150,2021,4.7,20259131.33
Norte ,RO,nova união,1101435,280,148,428,2021,-,4964162.51
Norte ,RO,novo horizonte do oeste,1100502,496,0,496,2021,5.4,4742143.34
Norte ,RO,ouro preto do oeste,1100155,2210,281,2491,2021,5.4,24327939.99
Norte ,RO,parecis,1101450,242,29,271,2021,-,3074778.61
Norte ,RO,pimenta bueno,1100189,2169,233,2402,2021,5.8,26003635.48
Norte ,RO,pimenteiras do oeste,1101468,185,0,185,2021,5.4,1821328.46
Norte ,RO,porto velho,1100205,24125,4300,28425,2021,5.3,268596222.79
Norte ,RO,presidente médici,1100254,825,153,978,2021,5.4,10714005.9
Norte ,RO,primavera de rondônia,1101476,180,71,251,2021,-,2633808.02
Norte ,RO,rio crespo,1100262,306,0,306,2021,-,2907427.32
Norte ,RO,rolim de moura,1100288,2938,353,3291,2021,5.6,30851812.03
Norte ,RO,santa luzia d'oeste,1100296,428,0,428,2021,6.3,4704198.71
Norte ,RO,são felipe d'oeste,1101484,314,0,314,2021,5.2,3223155.45
Norte ,RO,são francisco do guaporé,1101492,829,390,1219,2021,5,15017423.11
Norte ,RO,são miguel do guaporé,1100320,1012,411,1423,2021,-,17972841.94
Norte ,RO,seringueiras,1101500,473,312,785,2021,5,7104860.09
Norte ,RO,teixeirópolis,1101559,162,112,274,2021,4.8,4373138.25
Norte ,RO,theobroma,1101609,0,433,433,2021,,7762823.5
Norte ,RO,urupá,1101708,484,244,728,2021,5.2,10295932.58
Norte ,RO,vale do anari,1101757,498,99,597,2021,-,6917986.5
Norte ,RO,vale do paraíso,1101807,349,95,444,2021,4.9,5826849.35
Norte ,RO,vilhena,1100304,6156,210,6366,2021,5.5,66154254.74
Norte ,AC,acrelândia,1200013,892,334,1226,2021,5.2,12115628.24
Norte ,AC,assis brasil,1200054,581,399,980,2021,4.7,8329734.83
Norte ,AC,brasiléia,1200104,1276,803,2079,2021,5.3,18940150.41
Norte ,AC,bujari,1200138,684,399,1083,2021,-,9456004.8
Norte ,AC,capixaba,1200179,642,432,1074,2021,-,12239089.08
Norte ,AC,cruzeiro do sul,1200203,2930,2274,5204,2021,4.8,82998730.04
Norte ,AC,epitaciolândia,1200252,1299,388,1687,2021,5.3,16765919.05
Norte ,AC,feijó,1200302,709,1993,2702,2021,4.4,26736080.19
Norte ,AC,jordão,1200328,239,1045,1284,2021,4.4,16124743.17
Norte ,AC,mâncio lima,1200336,1185,849,2034,2021,4.5,21043423.26
Norte ,AC,manoel urbano,1200344,995,366,1361,2021,4.7,11535870.4
Norte ,AC,marechal thaumaturgo,1200351,755,1666,2421,2021,-,35876423.32
Norte ,AC,plácido de castro,1200385,466,517,983,2021,4.5,12015339.63
Norte ,AC,porto acre,1200807,245,1218,1463,2021,5.1,12355225.71
Norte ,AC,porto walter,1200393,278,1038,1316,2021,4.3,20899421.71
Norte ,AC,rio branco,1200401,7580,625,8205,2021,5.7,139127888.43
Norte ,AC,rodrigues alves,1200427,600,1020,1620,2021,4.7,27368551.56
Norte ,AC,santa rosa do purus,1200435,475,622,1097,2021,3.1,17109827.11
Norte ,AC,sena madureira,1200500,2271,1032,3303,2021,5.3,34076544.89
Norte ,AC,senador guiomard,1200450,921,51,972,2021,5.1,16228187.32
Norte ,AC,tarauacá,1200609,2340,2456,4796,2021,4.6,43057791.11
Norte ,AC,xapuri,1200708,426,272,698,2021,5.6,8783617.66
Norte ,AM,alvarães,1300029,697,1034,1731,2021,3.5,21438366.51
Norte ,AM,amaturá,1300060,462,869,1331,2021,4.2,17677570.65
Norte ,AM,anamã,1300086,352,589,941,2021,4.5,11723041.23
Norte ,AM,anori,1300102,817,308,1125,2021,4.7,13320750.2
Norte ,AM,apuí,1300144,390,365,755,2021,-,11515441.9
Norte ,AM,atalaia do norte,1300201,809,1095,1904,2021,-,22449539.39
Norte ,AM,autazes,1300300,604,3078,3682,2021,3.9,42720535.37
Norte ,AM,barcelos,1300409,760,1010,1770,2021,4.8,16135999.04
Norte ,AM,barreirinha,1300508,566,2794,3360,2021,4.2,51919855.21
Norte ,AM,benjamin constant,1300607,1805,2776,4581,2021,4.5,59363159.620000005
Norte ,AM,beruri,1300631,964,1562,2526,2021,5,31353127.15
Norte ,AM,boa vista do ramos,1300680,692,841,1533,2021,3.8,20956083.05
Norte ,AM,boca do acre,1300706,1052,1418,2470,2021,4.7,26981323.2
Norte ,AM,borba,1300805,763,1972,2735,2021,4.1,36783089.27
Norte ,AM,caapiranga,1300839,193,802,995,2021,-,14918764.25
Norte ,AM,canutama,1300904,659,631,1290,2021,3.8,9878416.65
Norte ,AM,carauari,1301001,1844,942,2786,2021,4.2,27650723.74
Norte ,AM,careiro,1301100,632,2443,3075,2021,4.4,41754244.63
Norte ,AM,careiro da várzea,1301159,388,1318,1706,2021,4.3,18040981.73
Norte ,AM,coari,1301209,2375,2429,4804,2021,4.1,58115356.61
Norte ,AM,codajás,1301308,991,576,1567,2021,4.3,18475526.22
Norte ,AM,eirunepé,1301407,1609,1135,2744,2021,3.4,38498936.4
Norte ,AM,envira,1301506,761,538,1299,2021,4.2,15633481.37
Norte ,AM,fonte boa,1301605,1507,1067,2574,2021,3.3,31201536.47
Norte ,AM,guajará,1301654,935,642,1577,2021,4.4,13249060.89
Norte ,AM,humaitá,1301704,2487,1505,3992,2021,4.7,45956340.0
Norte ,AM,ipixuna,1301803,1003,1037,2040,2021,3.4,13458428.69
Norte ,AM,iranduba,1301852,1901,3428,5329,2021,4.4,65147932.71
Norte ,AM,itacoatiara,1301902,4285,3766,8051,2021,4.7,95694005.88
Norte ,AM,itamarati,1301951,707,614,1321,2021,4.6,14736320.95
Norte ,AM,itapiranga,1302009,504,267,771,2021,4.3,10501396.44
Norte ,AM,japurá,1302108,530,547,1077,2021,4.8,14198931.41
Norte ,AM,juruá,1302207,406,502,908,2021,3.5,15163486.69
Norte ,AM,jutaí,1302306,1675,1557,3232,2021,3.6,43807787.06
Norte ,AM,lábrea,1302405,1841,1400,3241,2021,3.7,39301381.87
Norte ,AM,manacapuru,1302504,4100,4173,8273,2021,4.8,104275261.33
Norte ,AM,manaquiri,1302553,716,1008,1724,2021,-,23813396.73
Norte ,AM,manaus,1302603,119955,5833,125788,2021,5.5,1158751899.58
Norte ,AM,manicoré,1302702,1204,2712,3916,2021,4.4,61952654.010000005
Norte ,AM,maraã,1302801,500,1236,1736,2021,3,28703774.58
Norte ,AM,maués,1302900,1863,3794,5657,2021,4.6,62660335.98
Norte ,AM,nhamundá,1303007,298,1075,1373,2021,4.8,19960787.51
Norte ,AM,nova olinda do norte,1303106,1126,1365,2491,2021,4.4,36892686.43
Norte ,AM,novo airão,1303205,995,344,1339,2021,4.6,15212986.14
Norte ,AM,novo aripuanã,1303304,657,517,1174,2021,4.3,16315616.56
Norte ,AM,parintins,1303403,3554,3368,6922,2021,4.7,99290152.29
Norte ,AM,pauini,1303502,1324,1429,2753,2021,3.1,18753729.36
Norte ,AM,presidente figueiredo,1303536,1779,1755,3534,2021,5,40732217.79
Norte ,AM,rio preto da eva,1303569,839,1596,2435,2021,4.9,32946354.38
Norte ,AM,santa isabel do rio negro,1303601,346,511,857,2021,4.2,12647206.43
Norte ,AM,santo antônio do içá,1303700,1307,1972,3279,2021,4,39062046.0
Norte ,AM,são gabriel da cachoeira,1303809,744,3407,4151,2021,-,51904444.55
Norte ,AM,são paulo de olivença,1303908,1007,2839,3846,2021,3.9,45546717.22
Norte ,AM,são sebastião do uatumã,1303957,498,238,736,2021,4.5,6911628.1
Norte ,AM,silves,1304005,583,575,1158,2021,4.9,13505470.1
Norte ,AM,tabatinga,1304062,3542,2769,6311,2021,4.3,90674043.7
Norte ,AM,tapauá,1304104,701,1109,1810,2021,4.6,26702995.46
Norte ,AM,tefé,1304203,3532,2048,5580,2021,4.6,85668556.53
Norte ,AM,tonantins,1304237,1190,802,1992,2021,3.8,30745356.66
Norte ,AM,uarini,1304260,883,603,1486,2021,3.4,18372620.62
Norte ,AM,urucará,1304302,975,379,1354,2021,4.8,15551296.26
Norte ,AM,urucurituba,1304401,718,706,1424,2021,4.4,19814709.58
Norte ,RR,alto alegre,1400050,547,286,833,2021,-,10107232.67
Norte ,RR,amajari,1400027,246,361,607,2021,-,9056356.39
Norte ,RR,boa vista,1400100,28348,1406,29754,2021,5.5,308931180.94
Norte ,RR,bonfim,1400159,721,938,1659,2021,4.5,23547558.68
Norte ,RR,cantá,1400175,0,1605,1605,2021,-,18815472.48
Norte ,RR,caracaraí,1400209,1446,789,2235,2021,-,25042797.24
Norte ,RR,caroebe,1400233,507,492,999,2021,-,10674748.85
Norte ,RR,iracema,1400282,438,317,755,2021,4.7,8038210.74
Norte ,RR,mucajaí,1400308,1106,727,1833,2021,4.6,19874287.11
Norte ,RR,normandia,1400407,533,461,994,2021,-,16620192.43
Norte ,RR,pacaraima,1400456,1542,362,1904,2021,-,28360864.93
Norte ,RR,rorainópolis,1400472,2463,457,2920,2021,-,32510294.76
Norte ,RR,são joão da baliza,1400506,596,98,694,2021,-,8103679.25
Norte ,RR,são luiz,1400605,403,186,589,2021,-,8063298.17
Norte ,RR,uiramutã,1400704,191,483,674,2021,-,13475626.13
Norte ,PA,abaetetuba,1500107,6986,6584,13570,2021,4.2,111327025.08
Norte ,PA,abel figueiredo,1500131,542,75,617,2021,5.1,7755907.11
Norte ,PA,acará,1500206,1575,6090,7665,2021,4.7,101360546.53
Norte ,PA,afuá,1500305,1463,4951,6414,2021,3.6,63452324.75
Norte ,PA,água azul do norte,1500347,713,457,1170,2021,4.3,14467098.71
Norte ,PA,alenquer,1500404,2646,3205,5851,2021,4.2,60766950.11
Norte ,PA,almeirim,1500503,2210,1510,3720,2021,4.1,46221715.01
Norte ,PA,altamira,1500602,7531,3204,10735,2021,5.3,147366727.38
Norte ,PA,anajás,1500701,1575,3006,4581,2021,3.3,50648571.93
Norte ,PA,ananindeua,1500800,16969,57,17026,2021,5.5,189471809.57
Norte ,PA,anapu,1500859,1584,1956,3540,2021,4.2,45164547.29
Norte ,PA,augusto corrêa,1500909,1574,3745,5319,2021,4.5,64788160.59
Norte ,PA,aurora do pará,1500958,768,1671,2439,2021,4.5,29218520.95
Norte ,PA,aveiro,1501006,357,1240,1597,2021,-,19410439.3
Norte ,PA,bagre,1501105,1445,1660,3105,2021,3.8,35054590.13
Norte ,PA,baião,1501204,1133,1923,3056,2021,3.5,38013134.69
Norte ,PA,bannach,1501253,274,112,386,2021,-,3976256.62
Norte ,PA,barcarena,1501303,7885,2750,10635,2021,4.7,118378327.71
Norte ,PA,belém,1501402,30912,669,31581,2021,4.9,350862821.04
Norte ,PA,belterra,1501451,868,1071,1939,2021,5,22852532.79
Norte ,PA,benevides,1501501,2233,2595,4828,2021,6.1,50659534.0
Norte ,PA,bom jesus do tocantins,1501576,843,368,1211,2021,5.1,15008035.51
Norte ,PA,bonito,1501600,444,681,1125,2021,5,8646876.77
Norte ,PA,bragança,1501709,4968,5342,10310,2021,4.4,98560320.72
Norte ,PA,brasil novo,1501725,1072,540,1612,2021,5.1,21184334.48
Norte ,PA,brejo grande do araguaia,1501758,413,387,800,2021,4.9,11704024.88
Norte ,PA,breu branco,1501782,2571,1443,4014,2021,4.4,52880325.11
Norte ,PA,breves,1501808,6115,9310,15425,2021,-,149233153.39000002
Norte ,PA,bujaru,1501907,840,1843,2683,2021,4.5,32409319.81
Norte ,PA,cachoeira do arari,1502004,677,1434,2111,2021,4.2,20570543.55
Norte ,PA,cachoeira do piriá,1501956,502,1538,2040,2021,4.5,28401600.33
Norte ,PA,cametá,1502103,3531,9610,13141,2021,4.2,164744423.49
Norte ,PA,canaã dos carajás,1502152,4514,977,5491,2021,4.8,58193170.14
Norte ,PA,capanema,1502202,3533,1002,4535,2021,4.9,38619773.21
Norte ,PA,capitão poço,1502301,2033,2174,4207,2021,4.8,50826694.9
Norte ,PA,castanhal,1502400,10657,1763,12420,2021,4.4,115563214.73
Norte ,PA,chaves,1502509,638,2736,3374,2021,-,38300905.64
Norte ,PA,colares,1502608,393,670,1063,2021,4.4,9010131.66
Norte ,PA,conceição do araguaia,1502707,1987,785,2772,2021,5,34095400.38
Norte ,PA,concórdia do pará,1502756,1702,1635,3337,2021,4.5,48717904.79
Norte ,PA,cumaru do norte,1502764,563,707,1270,2021,-,12924668.71
